pmid,title,firstAuthor,authors,affiliations,link
40664353,[Progressive multifocal leukoencephalopathy: an important differential diagnosis of a white matter lesion in immunocompromised patients].,Feyen Ludger,Feyen Ludger; Cernei Alexandr; Schott Peter,"Department of Diagnostic and Interventional Radiology, HELIOS Hospital Krefeld, Krefeld, Germany. | Faculty of Health, School of Medicine, Witten/Herdecke University, Witten, Germany. | Department of Diagnostic and Interventional Radiology, HELIOS University Hospital Wuppertal, Wuppertal, Germany. | Department of Neurology, HELIOS Hospital Krefeld, Krefeld, Germany.",https://pubmed.ncbi.nlm.nih.gov/40664353/
40663193,[Chronic actinic dermatitis in a patient with darker skin].,Zieringer Lisa Gabriele,Zieringer Lisa Gabriele; Schliep Stefan; Heppt Markus V,"Uniklinikum Erlangen, Friedrich-Alexander-Universität (FAU), Ulmenweg 18, 91054, Erlangen, Deutschland. lisa.zieringer@uk-erlangen.de. | Uniklinikum Erlangen, Friedrich-Alexander-Universität (FAU), Ulmenweg 18, 91054, Erlangen, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40663193/
40663192,OMW: Strukturierte Antimikrobial- Stewardship(AMS)-Visiten.,Sonnenberg Jannik,Sonnenberg Jannik; Fischer Julia,"Medizinische Klinik B für Gastroenterologie, Hepatologie, Endokrinologie und klinische Infektiologie, Universitätsklinikum Münster, Münster, Deutschland. | Medizinische Klinik B für Gastroenterologie, Hepatologie, Endokrinologie und klinische Infektiologie, Universitätsklinikum Münster, Münster, Deutschland. Julia.Fischer2@ukmuenster.de.",https://pubmed.ncbi.nlm.nih.gov/40663192/
40663177,[Artificial intelligence in hospital logistics and operational processes].,Kaczmarek Sylvia,Kaczmarek Sylvia; Wibbeling Sebastian,"Fraunhofer-Institut für Materialfluss und Logistik IML, Joseph-von-Fraunhofer-Straße 2-4, 44227, Dortmund, Deutschland. sylvia.kaczmarek@iml.fraunhofer.de. | Fraunhofer-Institut für Materialfluss und Logistik IML, Joseph-von-Fraunhofer-Straße 2-4, 44227, Dortmund, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40663177/
40663151,[Complication management in hip arthroplasty].,Clarius Michael,Clarius Michael; Innmann Moritz,"Vulpius Klinik GmbH, Vulpiusstr. 29, 74906, Bad Rappenau, Deutschland. michael.clarius@vulpiusklinik.de. | Orthopädische Universitätsklinik Heidelberg, Heidelberg, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40663151/
40660046,"[Artificial intelligence under scrutiny: requirements, quality criteria, and testing tools for medical applications].",Ma Jackie,Ma Jackie; Weicken Eva; Pahde Frederik; Weitz Katharina; Lapuschkin Sebastian; Samek Wojciech; Wiegand Thomas,"Abteilung für Künstliche Intelligenz, Fraunhofer Heinrich-Hertz-Institut, HHI, Einsteinufer 37, 10587, Berlin, Deutschland. jackie.ma@hhi.fraunhofer.de. | Abteilung für Künstliche Intelligenz, Fraunhofer Heinrich-Hertz-Institut, HHI, Einsteinufer 37, 10587, Berlin, Deutschland. | Centre of eXplainable Artificial Intelligence, Technical University Dublin, Dublin, Irland. | Fakultät IV - Elektrotechnik und Informatik, Technische Universität Berlin, Berlin, Deutschland. | Berlin Institute for the Foundations of Learning and Data (BIFOLD), Berlin, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40660046/
40660044,Erratum zu: Optimales neurologisches Outcome nach prolongierter Reanimation mit extrakorporaler Reanimation (eCPR).,Fichtner Andreas,Fichtner Andreas; Hiller Susanne; Schönfelder Sven; Spieth Peter,"Klinik für Anästhesie, Intensiv- und Notfallmedizin, Schmerztherapie und Palliativmedizin, Zeisigwaldkliniken Bethanien Chemnitz, Zeisigwaldstr. 101, 09130, Chemnitz, Deutschland. andreas@drfichtner.info. | Faculty of Medicine and University Hospital Carl Gustav Carus, TUD Dresden University of Technology, Dresden, Deutschland. andreas@drfichtner.info. | Zentrale Notfallaufnahme, Kreiskrankenhaus Freiberg, Freiberg, Deutschland. | DRF Luftrettung, Filderstadt, Deutschland. | Klinik für Anästhesiologie und Intensivtherapie, Universitätsklinikum Dresden an der TU Dresden, Dresden, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40660044/
40660039,[Compatibility of family and cardiac electrophysiology].,Müller-Leisse Johanna,Müller-Leisse Johanna; Hillmann Henrike A K; Duncker David,"Hannover Herzrhythmus Centrum, Klinik für Kardiologie und Angiologie, Medizinische Hochschule Hannover, Carl-Neuberg-Str. 1, 30625, Hannover, Deutschland. mueller-leisse.johanna@mh-hannover.de. | Hannover Herzrhythmus Centrum, Klinik für Kardiologie und Angiologie, Medizinische Hochschule Hannover, Carl-Neuberg-Str. 1, 30625, Hannover, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40660039/
40660013,[Lattice corneal dystrophy].,Rudolph Clemens Niklas,Rudolph Clemens Niklas; Englisch Colya N; Pérez Guerra Núria; Szurman Peter; Wakili Philip,"Augenklinik Sulzbach, Knappschaft Kliniken Saar, An der Klinik 10, 66280, Sulzbach/Saar, Deutschland. Clemens.Rudolph@Knappschaft-Kliniken.de. | Augenklinik Sulzbach, Knappschaft Kliniken Saar, An der Klinik 10, 66280, Sulzbach/Saar, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40660013/
40660012,[Anterior lenticonus in Alport Syndrome].,Wacker Teresa,Wacker Teresa; Gäckle Harald,"Augenarztpraxis Dr. Teresa Wacker, Neu-Ulm, Deutschland. | MVZ Augenlaserzentrum Neu-Ulm GmbH, Edisonallee 19, 89231, Neu-Ulm, Deutschland. drgaeckle@alz-neu-ulm.de.",https://pubmed.ncbi.nlm.nih.gov/40660012/
40659923,"[Tibial derotation osteotomy for knee joint pathologies : Indications, surgical technique and overview of the current literature].",Liebensteiner Michael,Liebensteiner Michael; Appel-Ersek Clelia; Kaufmann Gerhard; Neubauer Markus; Neugebauer Johannes; Dammerer Dietmar,"Orthopädie f. Hüfte, Knie & Fuß im Zentrum, Innrain 2, Innsbruck, Österreich. | Privatklinik Kettenbrücke, Sennstr. 1, Innsbruck, Österreich. | A.ö. Krankenhaus St. Vinzenz Zams, Sanatoriumstr. 43, Zams, Österreich. | Universitätsklinikum Krems, Mitterweg 10, 3500, Krems, Österreich. clelia.appel-ersek@krems.lknoe.at. | Karl Landsteiner Universität für Gesundheitswissenschaften, Dr. Karl-Dorrek-Straße 30, 3500, Krems, Österreich. clelia.appel-ersek@krems.lknoe.at. | Universitätsklinikum Krems, Mitterweg 10, 3500, Krems, Österreich. | Karl Landsteiner Universität für Gesundheitswissenschaften, Dr. Karl-Dorrek-Straße 30, 3500, Krems, Österreich.",https://pubmed.ncbi.nlm.nih.gov/40659923/
40659882,[Digital urology : Possible uses for artificial intelligence and digital health applications].,Rinderknecht Emily,Rinderknecht Emily; Alexa R; Carl N; Goertz M; Wessels F; Borgmann H,"Klinik für Urologie, Caritas-Krankenhaus St. Josef, Universität Regensburg, Landshuter Straße 65, 93052, Regensburg, Deutschland. erinderknecht@csj.de. | Klinik für Urologie und Kinderurologie, Uniklinik RWTH Aachen, Aachen, Deutschland. | Klinik für Urologie und Urochirurgie, Universitätsklinikum Mannheim, Medizinische Fakultät Mannheim, Universität Heidelberg, Mannheim, Deutschland. | Klinik für Urologie, Universitätsklinikum Heidelberg, Heidelberg, Deutschland. | Nachwuchsgruppe 'Multiparametrische Methoden zur Früherkennung des Prostatakarzinoms', Deutsches Krebsforschungszentrum (DKFZ), Heidelberg, Deutschland. | Klinik für Urologie und Kinderurologie, Universitätsklinikum Brandenburg an der Havel, Brandenburg an der Havel, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40659882/
40659839,[Histological and clinical overlap of hidradenitis suppurativa and Crohn disease under IL-17 inhibition].,Ocker Lennart,Ocker Lennart; Scheel Christina; Abu Rached Nessr; Dörler Martin; Stücker Markus; Bechara Falk,"Internationales Zentrum für Acne inversa/Hidradenitis Suppurativa, Klinik für Dermatologie, Allergologie und Venerologie, Ruhr-Universität Bochum, Gudrunstr. 56, 44791, Bochum, Deutschland. lennart.ocker@klinikum-bochum.de. | Internationales Zentrum für Acne inversa/Hidradenitis Suppurativa, Klinik für Dermatologie, Allergologie und Venerologie, Ruhr-Universität Bochum, Gudrunstr. 56, 44791, Bochum, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40659839/
40659828,[Near-infrared autofluorescence during bilateral neck exploration for mild primary hyperparathyroidism].,Zahidi Imane,Zahidi Imane; Bartsch Detlef K,"Klinik für Visceral‑, Thorax- und Gefäßchirurgie, Philipps-Universität Marburg, Baldingerstr., 35043, Marburg, Deutschland. Imane.Zahidi@uk-gm.de. | Klinik für Visceral‑, Thorax- und Gefäßchirurgie, Philipps-Universität Marburg, Baldingerstr., 35043, Marburg, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40659828/
40659827,[Oncological outcome after TME versus selective watch and wait after total neoadjuvant treatment of rectal cancer : A pooled analysis of the randomized CAO/ARO/AIO-12 and OPRA studies].,Reibetanz J,Reibetanz J; Germer C,"Klinik für Allgemein‑, Viszeral‑, Gefäß‑, Transplantations- und Kinderchirurgie, Universitätsklinik Würzburg, 97080, Würzburg, Deutschland. Reibetanz_j@ukw.de. | Klinik für Allgemein‑, Viszeral‑, Gefäß‑, Transplantations- und Kinderchirurgie, Universitätsklinik Würzburg, 97080, Würzburg, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40659827/
40659057,[Anonymization of general practitioners' electronic medical records in two research datasets].,Hauswaldt Johannes,Hauswaldt Johannes; Groh Roland; Kaulke Knut; Schlegelmilch Falk; Zarei Alireza; Hummers Eva,"Institut für Allgemeinmedizin, Universitatsmedizin Göttingen, Göttingen, Germany. | AG ""Anwendungs- und Informationssysteme"", Gesellschaft für Wissenschaftliche Datenverarbeitung mbH Göttingen, Göttingen, Germany. | Data protection, Technologie- und Methodenplattform für die vernetzte medizinische Forschung (TMF), Berlin, Germany. | Department of General Practice, University Medical Center Göttingen, Göttingen, Germany.",https://pubmed.ncbi.nlm.nih.gov/40659057/
40659035,Thoraxchirurgische Zugangswege.,Schierholz Stefanie,Schierholz Stefanie; Bouchard Ralf; Kakol Magdalena Lucja; Keck Tobias,"",https://pubmed.ncbi.nlm.nih.gov/40659035/
40659021,Irren ist menschlich – 50 Jahre Psychiatrie-Enquete.,Brand Helmut,Brand Helmut; Wildner Manfred,"",https://pubmed.ncbi.nlm.nih.gov/40659021/
40658203,[Pathology of liver tumours in animal models].,Metzler Thomas,Metzler Thomas; Tulessin Margaret; Groll Tanja; Rezvan Mahsa; Riedl Anna-Chiara; Aupperle-Lellbach Heike; Klopfleisch Robert; Mogler Carolin; Steiger Katja,"Vergleichende experimentelle Pathologie (CEP), School of Medicine and Health, Technische Universität München, München, Deutschland. | Institut für Allgemeine Pathologie und Pathologische Anatomie, School of Medicine and Health, Technische Universität München, Trogerstraße 18, 81675, München, Deutschland. | Laboklin GmbH, Bad Kissingen, Deutschland. | Institut für Tierpathologie, Freie Universität Berlin, Berlin, Deutschland. | Vergleichende experimentelle Pathologie (CEP), School of Medicine and Health, Technische Universität München, München, Deutschland. katja.steiger@tum.de. | Institut für Allgemeine Pathologie und Pathologische Anatomie, School of Medicine and Health, Technische Universität München, Trogerstraße 18, 81675, München, Deutschland. katja.steiger@tum.de.",https://pubmed.ncbi.nlm.nih.gov/40658203/
40658150,[Consideration of patient autonomy at the end of life : End of life care between the protection of life and the right to self-determination].,Weeger-Elsner Sandra,Weeger-Elsner Sandra; Elsner Frank,"Rechtsanwaltskanzlei Weeger-Elsner, Köln, Deutschland. | Klinik für Palliativmedizin, Medizinische Fakultät, RWTH Aachen University, Pauwelsstr. 30, 52074, Aachen, Deutschland. felsner@ukaachen.de.",https://pubmed.ncbi.nlm.nih.gov/40658150/
40658131,[Sonography of fractures in childhood-Practice-oriented case examples of frequent entities].,Sampaio Eduardo,Sampaio Eduardo; Scherer Jörg; Hoffmanns Jakob; Mayr Jakob; Palm H-G,"Zentrum für Orthopädie und Unfallchirurgie, Klinikum Ingolstadt, Krumenauerstr. 25, 85049, Ingolstadt, Deutschland. eduardo.sampaio@klinikum-ingolstadt.de. | Zentrum für Orthopädie und Unfallchirurgie, Klinikum Ingolstadt, Krumenauerstr. 25, 85049, Ingolstadt, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40658131/
40658130,[Inflammatory diseases of the petrous bone].,Reith Wolfgang,Reith Wolfgang; Kettner Michael,"Klinik für Diagnostische und Interventionelle Neuroradiologie, Universitätsklinikum des Saarlandes, Kirrbergerstraße 1, 66421, Homburg, Deutschland. wolfgang.reith@uks.eu. | Klinik für Diagnostische und Interventionelle Neuroradiologie, Universitätsklinikum des Saarlandes, Kirrbergerstraße 1, 66421, Homburg, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40658130/
40658114,[Primary small bowel malignancies].,Bauschke A,Bauschke A; Ardelt M; Ali-Deeb A; Schnitzler L J; Schwenk L; Settmacher U,"Klinik für Allgemein‑, Viszeral- und Gefäßchirurgie, Universitätsklinikum Jena, Am Klinikum 1, 07740, Jena, Deutschland. astrid.bauschke@med.uni-jena.de. | Comprehensive Cancer Center Central Germany (CCCG), 04103, Leipzig, Deutschland. astrid.bauschke@med.uni-jena.de. | Klinik für Allgemein‑, Viszeral- und Gefäßchirurgie, Universitätsklinikum Jena, Am Klinikum 1, 07740, Jena, Deutschland. | Comprehensive Cancer Center Central Germany (CCCG), 04103, Leipzig, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40658114/
40658113,[Results of the Oseberg study after 5 years on Roux-en-Y gastric bypass vs. sleeve gastrectomy for obesity with diabetes mellitus].,Khalilov Rasim,Khalilov Rasim; Otto Mirko; Reißfelder Christoph,"Chirurgische Klinik, Universitätsmedizin Mannheim, Medizinische Fakultät Mannheim, Universität Heidelberg, Universitätsklinikum Mannheim GmbH, Theodor-Kutzer-Ufer 1-3, 68167, Mannheim, Deutschland. | Chirurgische Klinik, Universitätsmedizin Mannheim, Medizinische Fakultät Mannheim, Universität Heidelberg, Universitätsklinikum Mannheim GmbH, Theodor-Kutzer-Ufer 1-3, 68167, Mannheim, Deutschland. christoph.reissfelder@umm.de.",https://pubmed.ncbi.nlm.nih.gov/40658113/
40652050,"[Peri-implant shaft fractures of the femur and tibia : Classification, diagnostics, treatment and geriatric trauma aspects].",Lampert Christopher,Lampert Christopher; Holzapfel Boris Michael; Böcker Wolfgang; Lerchenberger Maximilian,"Klinik für Orthopädie und Unfallchirurgie, Muskuloskelettales Universitätszentrum München (MUM), LMU Klinikum, LMU München, Marchioninistr. 15, 81377, München, Deutschland. Christopher.Lampert@med.uni-muenchen.de. | Klinik für Orthopädie und Unfallchirurgie, Muskuloskelettales Universitätszentrum München (MUM), LMU Klinikum, LMU München, Marchioninistr. 15, 81377, München, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40652050/
40650790,[Robotically assisted and navigated pedicle screw placement at the subaxial cervical spine].,Haida Dominik M,Haida Dominik M; Holl Mike; Khakimov Oybek; Huber-Wagner Stefan,"Klinikum rechts der Isar, Klinik für Unfallchirurgie, Technische Universität München, Ismaninger Straße 22, 81675, München, Deutschland. | Klinik für Unfallchirurgie, Wirbelsäulenchirurgie und Alterstraumatologie, Diak Klinikum Landkreis Schwäbisch Hall, Diakoniestraße 10, 74523, Schwäbisch Hall, Deutschland. | Klinikum rechts der Isar, Klinik für Unfallchirurgie, Technische Universität München, Ismaninger Straße 22, 81675, München, Deutschland. s.huber-wagner@tum.de. | Klinik für Unfallchirurgie, Wirbelsäulenchirurgie und Alterstraumatologie, Diak Klinikum Landkreis Schwäbisch Hall, Diakoniestraße 10, 74523, Schwäbisch Hall, Deutschland. s.huber-wagner@tum.de.",https://pubmed.ncbi.nlm.nih.gov/40650790/
40646248,[Skeletal dysplasias-Multidisciplinary orthopedics].,Kraler B,Kraler B; Chiari C; Farr S; Kranzl A; Kainz T; Patsch J; Mindler G,"Abteilung für Kinderorthopädie und Fußchirurgie, Orthopädisches Spital Speising, Speisinger Str. 109, 1130, Wien, Österreich. benjamin.kraler@oss.at. | Vienna Bone and Growth Center, European Reference Network on Rare Bone Diseases Full Member, Wien, Österreich. benjamin.kraler@oss.at. | Abteilung für Kinderorthopädie und Fußchirurgie, Orthopädisches Spital Speising, Speisinger Str. 109, 1130, Wien, Österreich. | Vienna Bone and Growth Center, European Reference Network on Rare Bone Diseases Full Member, Wien, Österreich. | Labor für Bewegungsanalyse, Orthopädisches Spital Speising, Wien, Österreich. | Universitätsklinik für Kinder- und Jugendheilkunde, Abteilung für Neonatologie, Pädiatrische Intensivmedizin und Neuropädiatrie, Medizinische Universität Wien, Wien, Österreich. | Universitätsklinik für Radiologie und Nuklearmedizin, Klinische Abteilung für Allgemeine Radiologie und Kinderradiologie, Medizinische Universität Wien, Wien, Österreich.",https://pubmed.ncbi.nlm.nih.gov/40646248/
40645748,[Malignancy on the second look - the hidden cardia carcinoma].,Hürtgen Susanne M,Hürtgen Susanne M; Bubenzer Til; Naami Amjad; Tischendorf Jens J W,"Klinik für Innere Medizin und Gastroenterologie, Rhein-Maas Klinikum, Würselen, Germany. | Gastroenterologische Praxis, Aachen, Germany. | MVZ Institut für Pathologie Würselen-Aachen, Würselen, Germany. | Klinik für Innere Medizin und Gastroenterologie, Rhein-Maas Klinikum, Aachen, Germany.",https://pubmed.ncbi.nlm.nih.gov/40645748/
40645659,[Perspectives on psychiatry and psychotherapy within the context of general hospitals in German].,Schäfer Martin,Schäfer Martin; Hardt Olaf; Bechdolf Andreas; Böcker Felix M; Richter Christoph; Rudel Astrid; Sieberer Marcel; Frasch Karel; Kieser Christian; Lorenz Sylvia; Florange Barbara; Wilms Bettina,"Klinik für Psychiatrie, Psychotherapie, Psychosomatik und Suchtmedizin, Evang. Kliniken Essen-Mitte, Essen. | Klinik für Psychiatrie und Psychotherapie, Charité - Universitätsmedizin Berlin, Campus Charité-Mitte, Berlin. | Klinik für Psychiatrie, Psychotherapie und Psychosomatik, Vivantes Klinikum Neukölln, Berlin. | Kliniken für Psychiatrie, Psychotherapie und Psychosomatik mit FRITZ am Urban & soulspace, Vivantes Klinikum am Urban und Vivantes Klinikum im Friedrichshain, Berlin. | Klinik für Psychiatrie und Psychotherapie, CCM, Charité Universitätsmedizin Berlin, corporate member of Freie Universität Berlin and Humboldt-Universität zu Berlin, Berlin. | Deutsches Zentrum für Psychische Gesundheit (DZPG), Standort Berlin-Potsdam. | Unabhängiger Patientenfürsprecher für Menschen mit psychischen Erkrankungen im Burgenlandkreis, vormals Chefarzt der Klinik für psychische Erkrankungen am SRH Klinikum Naumburg. | Klinik für Psychiatrie, Psychotherapie und Psychosomatik, Vivantes Klinikum Kaulsdorf, Berlin. | Christophorus Klinik für Forensische Psychiatrie, Alexianer Christophorus GmbH, Münster. | Private Universität Witten/Herdecke, Fakultät für Gesundheit, Lehrstuhl für Psychiatrie und Psychotherapie, Witten. | Johanniter-Kliniken Hamm, Klinik für Psychiatrie, Psychotherapie und Psychosomatik, Hamm. | Klinik für Psychiatrie, Psychotherapie und Psychosomatik, Donau-Ries Klinik BKH Donauwörth. | Klinik für Psychiatrie und Psychotherapie II der Universität Ulm am BKH Günzburg. | Klinik für Psychiatrie und Psychotherapie, Ernst von Bergmann Sozial gGmbH, Potsdam. | Klinik für Psychiatrie, Psychotherapie und Psychosomatik, Klinikum Bad Salzungen GmbH, Bad Salzungen. | Psychiatrien im Verbund, GFO mbH, Olpe. | Klinik für Psychiatrie, Psychotherapie und Psychosomatik, Carl-von-Basedow-Klinikum Saalekreis gGmbH, Querfurt.",https://pubmed.ncbi.nlm.nih.gov/40645659/
40645658,[The social side of psychiatry].,Jäger Matthias,Jäger Matthias,"Psychiatrie Baselland, Liestal, Schweiz.",https://pubmed.ncbi.nlm.nih.gov/40645658/
40643856,[Manuscript by two Upper Austrian pharmacists of 1529 with advises for prevention and treatment of the plague].,Flamm Heinz,Flamm Heinz,", Martinstraße 7, 13400, Klosterneuburg, Österreich. heinz.flamm@meduniwien.ac.at. | Medizinische Universität Wien, Wien, Österreich. heinz.flamm@meduniwien.ac.at.",https://pubmed.ncbi.nlm.nih.gov/40643856/
40643699,[Graded balance in pain therapy : Risk factor-based approaches based on the avoidance-endurance model].,Hasenbring M I,Hasenbring M I; Titze C,"Abt. Medizinische Psychologie und Medizinische Soziologie, Medizinische Fakultät, Ruhr-Universität Bochum, Universitätsstr. 105, Bochum, Deutschland. monika.hasenbring@rub.de. | Klinik für Orthopädie, Katholisches Klinikum der Ruhr-Universität Bochum, St. Josef Hospital, Bochum, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40643699/
40643696,"Erratum zu: Rückfallprävention bipolarer Störungen: ein explorativer, clusteranalytischer Ansatz bei einer randomisierten, kontrollierten Psychotherapiestudie.",Stamm Thomas J,Stamm Thomas J; Fiebig J; Malley G O; Sondergeld L M; Treu P; Bermpohl F; Friedel E; Hindi-Attar G; Quinlivian E; Schreiter S; Wietzke A; Ethofer T; Fallgatter A; Lang I; Beck E; Krisch K; Kunze I; Niebler R; Zwick J; Kraft V; Lambert M; Rohenkohl; Rühl F; Bauer M; Conell J; Jurjanz L; Ritter D; Ritter P; Spreer M; Biere S; Goldbach N; Kittel-Schneider S; Matura S; Oertel V; Reif A; Falkenberg I; Kircher T; Kluge I; Mehl S; Poll E; Adorjan K; Heilbronner M; Kálmán J; Klöhn-Saghatolislam F; Schulze T G; Senner F; Gruber O; Heß L; Trost S; Werner C; Wolter S; Hautzinger M,"Professur für Klinische Psychiatrie und Psychotherapie, Medizinische Hochschule Brandenburg - Theodor Fontane, Fehrbelliner Straße 38, 16816, Neuruppin, Deutschland. Thomas.Stamm@mhb-fontane.de. | Klinik für Psychiatrie und Psychotherapie CCM der Charité - Universitätsmedizin Berlin, Charitéplatz 1, 10117, Berlin, Deutschland. Thomas.Stamm@mhb-fontane.de. | Professur für Klinische Psychiatrie und Psychotherapie, Medizinische Hochschule Brandenburg - Theodor Fontane, Fehrbelliner Straße 38, 16816, Neuruppin, Deutschland. | Klinik für Psychiatrie und Psychotherapie CCM der Charité - Universitätsmedizin Berlin, Charitéplatz 1, 10117, Berlin, Deutschland. | Klinik für Psychiatrie, Eberhard Karls Universität Tübingen, Geschwister-Scholl-Platz, 72074, Tübingen, Deutschland. | Deutsches Zentrum für Psychische Gesundheit (DZPG), Eberhard Karls Universität Tübingen, Geschwister-Scholl-Platz, 72074, Tübingen, Deutschland. | Fachbereich Psychologie, Abteilung für Psychologie und Psychotherapie, Eberhard Karls Universität Tübingen, Schleichstr. 4, 72076, Tübingen, Deutschland. | Klinik und Poliklinik für Psychiatrie und Psychotherapie, Fachbereich Psychologie, Zentrum für Psychosoziale Medizin, Universitätsklinikum Hamburg-Eppendorf, Martinistraße 52, 20251, Hamburg, Deutschland. | Klinik für Psychiatrie und Psychotherapie, Fakultät für Medizin, Universitätsklinikum Carl Gustav Carus, TU Technische Universität Dresden, Fetscherstraße 74, 01307, Dresden, Deutschland. | Klinik für Psychiatrie, Psychosomatik und Psychotherapie, Universitätsklinikum Frankfurt - Goethe-Universität, Theodor-Stern-Kai 7, 60596, Frankfurt am Main, Deutschland. | Klinik für Psychiatrie und Psychotherapie, Universitätsklinikum Marburg, Baldingerstraße, 35043, Marburg, Deutschland. | Klinik für Psychiatrie und Psychotherapie, Institut für Psychiatrische Phänomik und Genomik IPPG, Nußbaumstraße 7, 80336, München, Deutschland. | Klinik für Psychiatrie und Psychotherapie, Georg-August-Universität Göttingen, Wilhelmsplatz 1, 37073, Göttingen, Deutschland. | Klinik für Gerontopsychiatrie, Universitäre Altersmedizin FELIX PLATTER, Burgfelderstrasse 101, 4055, Basel, Schweiz. | Fachbereich Psychologie, Abteilung für Psychologie und Psychotherapie, Eberhard Karls Universität Tübingen, Schleichstr. 4, 72076, Tübingen, Deutschland. hautzinger@uni-tuebingen.de.",https://pubmed.ncbi.nlm.nih.gov/40643696/
40643694,Fortbildungen des BDI.,"","","",https://pubmed.ncbi.nlm.nih.gov/40643694/
40643693,Steuerung.,"","","",https://pubmed.ncbi.nlm.nih.gov/40643693/
40643692,[Fibrotic diseases].,Müller-Ladner Ulf,Müller-Ladner Ulf; Vogelmeier Claus F,"Lehrstuhl für Innere Medizin, Schwerpunkt Rheumatologie, Abteilung für Rheumatologie und Klinische Immunologie, Kerckhoff-Klinik, Justus-Liebig-Universität Gießen, Campus Kerckhoff, Benekestr. 2, 61231, Bad Nauheim, Deutschland. rheumatologie@kerckhoff-klinik.de. | Klinik für Innere Medizin mit Schwerpunkt Pneumologie, Intensiv- und Schlafmedizin, Universitätsklinikum Gießen und Marburg (UKGM), Standort Marburg, Baldingerstraße, 35043, Marburg, Deutschland. Claus.Vogelmeier@med.uni-marburg.de.",https://pubmed.ncbi.nlm.nih.gov/40643692/
40643686,[Different expectations regarding the prehospital care of injured children? : A comparison between pediatric surgeons and trauma surgeons].,Kraus Ralf,Kraus Ralf; Markmann Melanie; Riedel Jens Günter; Schneck Emmanuel,"Unfall‑, Hand- und Wiederherstellungschirurgie, Universitätsklinikum Gießen und Marburg GmbH, Standort Gießen, Rudolf Buchheim Str. 7, 35385, Gießen, Deutschland. ralf.kraus@chiru.med.uni-giessen.de. | Klinik für Anästhesiologie und operative Intensivmedizin, Universitätsklinikum Gießen und Marburg GmbH, Standort Gießen, Gießen, Deutschland. | Klinik für Kinderchirurgie, Universitätsklinikum Gießen und Marburg GmbH, Standort Gießen, Gießen, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40643686/
40643685,[Validation of artificial intelligence algorithms for the surgical practice].,Reinke Annika,Reinke Annika,"Abteilung Intelligente Medizinische Systeme und Helmholtz Imaging, Deutsches Krebsforschungszentrum (DKFZ) Heidelberg, Im Neuenheimer Feld 223, 69120, Heidelberg, Deutschland. a.reinke@dkfz-heidelberg.de.",https://pubmed.ncbi.nlm.nih.gov/40643685/
40643684,[Chilaiditi's syndrome-A rare anatomical variant of the colon].,Peters Franziska,Peters Franziska; Ritz Jörg-Peter,"Klinik für Allgemein- und Viszeralchirurgie, Helios Kliniken Schwerin, Wismarsche Str. 393-397, 19055, Schwerin, Deutschland. franziska.peters2@helios-gesundheit.de. | Klinik für Allgemein- und Viszeralchirurgie, Helios Kliniken Schwerin, Wismarsche Str. 393-397, 19055, Schwerin, Deutschland.",https://pubmed.ncbi.nlm.nih.gov/40643684/
40643683,[Reconstruction techniques after partial and total gastric resection].,Gutschow Christian A,Gutschow Christian A; Gebauer Florian; Schneider Marcel A; Schröder Wolfgang,"Departement für Viszeral- und Transplantationschirurgie, Universitätsspital Zürich, Zürich, Schweiz. | Klinik für Allgemein‑, Viszeral- und onkologische Chirurgie, Helios Universitätsklinik Wuppertal, Heusnerstr. 40, 42283, Wuppertal, Deutschland. | Klinik für Allgemein‑, Viszeral- und onkologische Chirurgie, Helios Universitätsklinik Wuppertal, Heusnerstr. 40, 42283, Wuppertal, Deutschland. wolfgang.schroeder@helios-gesundheit.de.",https://pubmed.ncbi.nlm.nih.gov/40643683/
